time sunx Sun sunvx sunvy earthx Earth earthvx earthvy
169135.416603452 253.983475033874 2.80990588375379 0.0030248234052941 5.05667306251018E-05 149492338841.655 5035915768.94506 -1008.27446843137 29763.1444231249
170403.331808597 257.818694392213 2.87402020654099 0.00304749022343072 5.13303027780345E-05 149491060435.203 5073652910.04784 -1015.83007447691 29762.889899074
171671.246785644 261.682652657067 2.93910266230465 0.00307015684474024 5.2099596734251E-05 149489772449.114 5111389721.64686 -1023.38561491341 29762.6334677552
172939.161531913 265.575349560311 3.00516050531522 0.00309282326774667 5.28746124414773E-05 149488474883.48 5149126201.24425 -1030.94108924889 29762.3751291862
174207.07604471 269.496784831715 3.07220098976582 0.00311548949097375 5.36553498470333E-05 149487167738.389 5186862346.34166 -1038.49649699125 29762.1148833843
175474.990321322 273.446958198944 3.14023136977165 0.00313815551294494 5.44418088978312E-05 149485851013.934 5224598154.44032 -1046.05183764831 29761.8527303674
176742.90436215 277.425869397374 3.20925889953964 0.00316082133223934 5.52339895423314E-05 149484524710.201 5262333623.13408 -1053.60711074645 29761.5886701525
178010.818163797 281.433518148603 3.27929083299849 0.0031834869473682 5.6031891726263E-05 149483188827.284 5300068749.90381 -1061.1623157894 29761.3227027579
179278.731723806 285.469904175099 3.35033442404854 0.00320615235685956 5.6835515395541E-05 149481843365.275 5337803532.25834 -1068.71745228652 29761.0548282015
180546.64504182 289.535027204035 3.42239692663098 0.00322881755927903 5.76448604970291E-05 149480488324.265 5375537967.76909 -1076.27251975968 29760.785046501
181814.55811359 293.628886948174 3.49548559439021 0.00325148255312266 5.84599269747345E-05 149479123704.351 5413272053.89165 -1083.82751770755 29760.5133576751
183082.47093883 297.751483130967 3.56960768111676 0.00327414733695737 5.92807147748044E-05 149477749505.623 5451005788.19955 -1091.38244565246 29760.2397617417
184350.383513373 301.902815461322 3.64477044029787 0.00329681190928068 6.01072238405029E-05 149476365728.18 5488739168.15088 -1098.93730309356 29759.9642587198
185618.295838061 306.082883662474 3.7209811256354 0.00331947626867969 6.0939454117959E-05 149474972372.113 5526472191.35281 -1106.4920895599 29759.6868486273
186886.207913126 310.291687453896 3.79824699072346 0.00334214041373062 6.17774055525646E-05 149473569437.515 5564204855.39437 -1114.04680457687 29759.4075314825
188154.119733942 314.529226537039 3.87657528878319 0.00336480434292283 6.26210780861363E-05 149472156924.488 5601937157.72007 -1121.60144764094 29759.1263073046
189422.031298754 318.795500620785 3.95597327312574 0.00338746805479708 6.34704716619822E-05 149470734833.126 5639669095.8599 -1129.15601826569 29758.8431761127
190689.942607998 323.090509419463 4.03644819712049 0.00341013154793321 6.43255862245067E-05 149469303163.527 5677400667.409 -1136.71051597774 29758.5581379251
191957.853659358 327.414252636256 4.11800731388624 0.003432794820862 6.51864217159082E-05 149467861915.788 5715131869.88076 -1144.26494028733 29758.2711927613
193225.764449517 331.766729968879 4.20065787639265 0.00345545787209624 6.60529780773081E-05 149466411090.01 5752862700.75869 -1151.81929069875 29757.9823406409
194493.674977149 336.147941119827 4.28440713765336 0.00347812070018441 6.69252552507916E-05 149464950686.294 5790593157.58565 -1159.37356672814 29757.6915815831
195761.585239006 340.557885782972 4.36926235047194 0.0035007833036406 6.780325317674E-05 149463480704.739 5828323237.84731 -1166.9277678802 29757.3989156077
197029.495232804 344.996563653457 4.45523076762861 0.00352344568099616 6.86869717957996E-05 149462001145.449 5866052939.05805 -1174.48189366539 29757.1043427347
